descricao_1,ean_1,titulo_1,url_1,titulo_cb_1,loja_1,descricao_2,ean_2,titulo_2,url_2,titulo_cb_2,loja_2,match
,7892509096058,Samsung Galaxy J2 Pro Sm-j250m/ds 16gb 4g Preto,https://www.amazon.com.br/Samsung-Galaxy-J2-Sm-j250m-Preto/dp/B07LBZWZF6/ref=sr_1_1728?qid=1651784137&s=wireless&sr=1-1728,samsung galaxy j2 pro sm-j250m/ds 16gb 4g preto,amazon,"iPhone 13. O sistema de câmera dupla mais avançado em um iPhone. Chip A15 Bionic com velocidade impressionante. Um grande salto em bateria. Design resistente. 5G ultrarra´pido1. E tela Super Retina XDR mais brilhante. Avisos legais 1.E´ preciso ter um plano de dados. 5G só´ esta´ disponível em alguns países e por meio de determinadas operadoras. As velocidades variam de acordo com as condições e operadoras locais. Para obter detalhes sobre a compatibilidade com 5G, entre em contato com sua operadora e consulte apple.com/br/iphone/cellular. 2.A tela tem bordas arredondadas que se ajustam ao design curvo do aparelho dentro da sua forma retangular. Quando medida como um retângulo, a tela tem 6,06 polegadas na diagonal. A área real de visualização e´ menor. 3.A duração da bateria varia de acordo com o uso e a configuração. Consulte apple.com/br/batteries para obter mais informações. 4.O iPhone 13 e´ resistente a respingos, água e poeira e foi testado em condições controladas em laboratório, classificado como IP68 segundo a norma IEC 60529. A resistência a respingos, água e poeira não e´ uma condição permanente e pode diminuir com o tempo. Não tente recarregar um iPhone molhado. Veja instruções de limpeza e secagem no Manual do Usuário. Danos decorrentes de contato com líquidos não estão incluídos na garantia. 5.Alguns recursos podem não estar disponíveis em todos os países ou regiões. 6.Os acessórios são vendidos separadamente. Especificações Consulte apple.com/br/iphone/compare para ver todas as especificações. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0194252710029,iPhone 13 Apple 512GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - Estelar,https://www.americanas.com.br/produto/4864628647,iphone 13 apple 512gb ios 5g wi-fi tela 6.1'' câmera dupla 12mp - estelar,americanas,0
"Sobre este item    Cámeras: 64 MP, f/1.9, 26 mm (largura), 1/1,7 polegadas, 0,8 Îm, PDAF | 8 MP, f/2.2, 120Ë (ultralargo), 1/4"", 1,12Îm |2 MP, f/2.4, (macro) | 2 MP, f/2.4, (profundidade)    Visor: 6,7"", 42"" 2 | 1080 x 2400 pixels, proporááo de 20:9 ~ densidade de 395 ppi | Corning Gorilla Glass 5    Memória: 128GB 6GB RAM    Bateria: Li-Po 4820 mAh, náo removível | Carregamento rápido de 33 W    Smartphones desbloqueados de fábrica sáo compatíveis com a maioria das operadoras GSM. Este telefone náo é compatível com operadoras CDMA como Verizon, Sprint ou Boost.",6934177727306,Xiaomi Mi 10T Lite 5G 128GB 6GB RAM - Atlantic Blue - Azul - Versão Global,https://www.amazon.com.br/Xiaomi-10T-Lite-128GB-6GB/dp/B08R5WFYQX/ref=sr_1_456?qid=1651784061&s=wireless&sr=1-456,xiaomi mi 10t lite 5g 128gb 6gb ram - atlantic blue - azul - versão global,amazon,"tectoy on 128 gb - smartphone androidVárias tarefas e nenhum trabalhoO processador Octa-Core e memória ram de 4GB permite que você realize suas tarefas com maior agilidade e excelente desempenho no processamento de informações. Quer seja em vídeos, apps ou jogos.Muito espaço!Com 128GB de armazenamento, é muito fácil armazenar seus arquivos de mídia e aplicativos favoritos, garantindo assim uma experiência incrível.Maleabilidade e visibilidade perfeita.Tela incrível e sob medidaO TecToy on possui tela de 6,22 e proporção de 19:9, sendo o tamanho perfeito para ver clipes, filmes, vídeos, além de aproveitar cada detalhe visual com muito mais facilidade.A tela com 2,5D proporciona maior resistência e melhor maleabilidade do aparelho, enquanto o brilho de 450 nits favorece a visibilidade em locais claros e escuros. A tela possui tecnologia ips, que garante cores vivas sem distorções em qualquer ângulo.Os melhores momentos da sua vida registrados com qualidade impecávelSua câmera traseira tripla de 48MP com hdr e Inteligência Artificial oferece cores muito mais vivas e de forma dinâmica, captando a vida em todos os detalhes. Capture os menores detalhes da vida com uma câmera macro de 2 mp. E faça selfies perfeitas com a câmera frontal de 8MP e ldc flash. Mesmo em ambientes com pouca luminosidade, tenha as melhores fotos e não perca nenhum momento importante.Detecção de cena aiCom uso da inteligência artificial para detecção de cena, otimiza as configurações de câmera para diversas ocasiões desde fotos do pôr do sol a fotos de família.hdrCom a união da computação gráfica e o processamento de imagem você tem o melhor ajuste de luminosidade e contraste das cores em suas fotos.Desbloqueio rápido e recursos inteligentesO TecToy on possui um moderno leitor de digitais na sua traseira e um dos mais avançados recursos de reconhecimento facial para desbloqueio. E se precisar do Google para ajudar você a realizar suas tarefas, o TecToy on possui um botão dedicado ao Google Assistente. Basta pressionar o botão do Google Assistente ou dizer Ok Google para começar.Carregou de manhã e pronto!Com 4000mAh de bateria, é possível uma carga completa em poucas horas, para aproveitar o seu dia sem preocupação.O único com fone BluetoothO TecToy on acompanha exclusivo fone bluetooth na caixa. O fone possui conexão bluetooth 5.0, autonomia de até 4 horas por carga, proteção IPX4 contra água e prática case carregadora com até 4 recargas.Caracteristicas:Memoria Interna: 128GBMemoria Ram: 4GBTela: 6.22 PolegadasCamera: 48 Mp + 5 Mp + 2 MpCamera Frontal: 8 Mp F 2Bateria: 4000 mAh",7891196800016,"Smartphone TecToy On 128GB Azul 4GB ram Tela 6,22 - Câm. Tripla + Selfie 8MP + Fone Bluetooth",https://www.americanas.com.br/produto/4250071338,"smartphone tectoy on 128gb azul 4gb ram tela 6,22 - câm. tripla + selfie 8mp + fone bluetooth",americanas,0
Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.Imagens Meramente Ilustrativas.,7892509121231,Smartphone Galaxy A03 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Dupla + Selfie 5MP - Vermelho,https://www.americanas.com.br/produto/4600478999,smartphone galaxy a03 64gb 4g wi-fi tela 6.5'' dual chip 4gb ram câmera dupla + selfie 5mp - vermelho,americanas,Sobre este item    Smartphone    Xiaomi    Redmi    S2    64GB,6941059605850,Smartphone Xiaomi Redmi S2 dual Android 8.1 Tela 5.99 64GB 4GB Ram Global Snapdragon 625 Camera dupla 12+5MP Dourado,https://www.amazon.com.br/Smartphone-XIAOMI-REDMI-MEM%C3%93RIA-INTERNA/dp/B07DKCZ31L/ref=sr_1_1017?qid=1651784096&s=wireless&sr=1-1017,smartphone xiaomi redmi s2 dual android 8.1 tela 5.99 64gb 4gb ram global snapdragon 625 camera dupla 12+5mp dourado,amazon,0
"Smartphone Philco 128Gb Android 11 hd + Hit Rose Gold P12 – BivoltO melhor Smartphone para o seu dia a dia! O Smartphone Philco 128Gb Android 11 hd + Hit Rose Gold P12 – Bivolt, é o produto que se adapta a qualquer projeto. Muito elegante e discreto, pode ser usado em banheiros, sacadas, lavanderias, piscinas e outros espaços que necessitem de escoamento de água.Possui grande capacidade de memória para armazenar muito mais fotos, vídeos e aplicativos. E conta com alto poder de processamento para ter máximo proveito de toda a tecnologia do sistema operacional Android 11.Cores vivas e alta definição de qualquer ângulo de visão Tela Infinita com tecnologia Drop Notch ips HD +.Alto poder de processamento e tempo de resposta Processador Octa Core (1.6 GHz + 1.2 GHz) e 4Gb de ram para rodar seus aplicativos e jogos favoritos.Aproveite seu smartphone por mais tempo Bateria de 4000 mAh.Grande qualidade de fotos e vídeos Câmera Frontal de 8 mp e câmera traseira tripla 13 mp (principal), 5 mp (ultra wide) e 2 mp (Profundidade) para garantir maior qualidade na hora de fotografar e filmar.Maior segurança do seu Smartphone Philco Desbloqueio com digital e reconhecimento facial.",7891356096877,Smartphone Philco 128Gb Android 11 hd + Hit Rose Gold P12 – Bivolt,https://www.americanas.com.br/produto/4734494097,smartphone philco 128gb android 11 hd + hit rose gold p12 – bivolt,americanas,"iPhone 12. Tela Super Retina XDR brilhante de 6,1 polegadas. Ceramic Shield, que é quatro vezes mais resistente a quedas. Fotos surpreendentes em pouca luz com o modo Noite em todas as câmeras. Reprodução, edição e gravação de vídeos em Dolby Vision com qualidade de cinema. Poderoso chip A14 Bionic. Compatibilidade com 5G. E novos acessórios MagSafe com encaixe fácil e recarga sem fio mais rápida. A diversão vai começar.Avisos legais: A tela tem bordas arredondadas. Quando medida como um retângulo, a tela tem 6,06 polegadas na diagonal. A área real de visualização é menor. Informação baseada na comparação entre a parte da frente do iPhone 12 (em Ceramic Shield) e a do iPhone da geração anterior. É preciso ter um plano de dados. 5G só está disponível em alguns países e por meio de determinadas operadoras. As velocidades variam de acordo com as condições e operadoras locais. Para obter detalhes sobre a compatibilidade com 5G, entre em contato com sua operadora e consulte apple.com/br/iphone/cellular. Os acessórios são vendidos separadamente. O iPhone 12 é resistente a respingos, água e poeira e foi testado em condições controladas em laboratório, classificado como IP68 segundo a norma IEC 60529 (profundidade máxima de seis metros por até 30 minutos). A resistência a respingos, água e poeira não é uma condição permanente e pode diminuir com o tempo. Não tente recarregar um iPhone molhado. Veja instruções de limpeza e secagem no Manual do Usuário. Danos decorrentes de contato com líquidos não estão incluídos na garantia. Como parte dos esforços da Apple para atingir seus objetivos ambientais, o iPhone 12 e o iPhone mini não veem com adaptador de energia nem EarPods. Você pode usar o adaptador de energia e os fones de ouvido da Apple que já tenha ou comprar esses acessórios separadamente. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.",0194252430408,iPhone 12 Apple 256GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Roxo,https://www.americanas.com.br/produto/3591020985,iphone 12 apple 256gb ios 5g wi-fi tela 6.1'' câmera 12mp - roxo,americanas,0
"Características: Tenha uma solução para o seu dia a dia sem deixar nada para trás com o Galaxy A12 da Samsung. Realize fotos especiais e únicas com o sistema de quatro câmeras na traseira, além de ser repleta em recursos. Divirta-se e compartilhe seus momentos especiais ao fotografar com a câmera de selfie de 8MP. A tela de 6,5"" deste smartphone traz uma experiência de visualização imersiva, seja ao ver seus vídeos, fotos ou simplesmente acessar as redes sociais. - Processador: Octa Core de 2.3GHz- Tela: tft de 6,5""- Resolução da tela hd + - Android 10.0- Memória interna: 128GB- Memória ram: 6GB- Suporte ao cartão de memória: MicroSD de até 1TB (não incluso)- Dual Chip- Tipo de sim: Nano sim (4FF)- Câmera traseira: 48MP + 5MP + 2MP + 2MP- Câmera frontal: 8MP- Bluetooth: versão 5.0- Conexão Wi-Fi: Sim- USB versão: 2.0- USB Conector: USB Type-C- Sensores: Leitor de impressão digital, Acelerômetro, Proximidade e Sensor de Luz*BANDAS- 2G / 3G / 4G - Formatos Suportados para reprodução: MP4,3GP- Resolução de reprodução: fhd (1920 x 1080) @30fps- Resolução de gravação: fhd (1920 x 1080) @30fps- Formato suportado de Streaming: 3GP, MP4, MP3*- Reprodução de Música: Sim- Rádio fm: Sim- Gravação de Rádio fm: Sim- rds: Sim- Cor: Azul- Capacidade da Bateria (mAh): 5000 mAh- Tipo de Bateria: Ions de Lítio- Voltagem: Bi-Volt- Conteúdo da embalagem: Aparelho celular, Carregador, Cabo usb, Extrator de Chip e Manual do usuário* As especificações podem ser alteradas sem aviso prévio ** Imagem meramente ilustrativa. *",8806092186323,Smartphone Samsung Galaxy A12 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB ram Câmera Quádrupla + Selfie 8MP - Azul,https://www.americanas.com.br/produto/4707225721,smartphone samsung galaxy a12 128gb 4g wi-fi tela 6.5'' dual chip 6gb ram câmera quádrupla + selfie 8mp - azul,americanas,"Sobre este item    Câmera: Sony IMX 766 50MP+8MP+2MP AI câmera tripla com 4K@30FPS|1080p vídeo a 30/60 fps | Câmera frontal de 32MP com vídeo 1080p a 30/60 fps | Super câmera lenta: vídeo 1080p a 120 qps, vídeo 720p a 240 qps | Lapso de tempo: 1080p 120fps; 720p 240fps    Chipset: MediaTek Dimensity 1200-AI - O octa-core Dimensity 1200-AI apresenta uma das CPUs de smartphones mais rápidas de todos os tempos: o Arm Cortex-A78 de 3GHz fornece a resposta mais imediata, com desempenho de CPU até 22% mais rápido e 25% mais eficiente em termos de energia em relação à geração anterior    Tela: Tela AMOLED fluida de 6,43 polegadas e 90Hz | Resolução: 2400 x 1080 pixels | 410 PPI | Proporção: 20:9 | Suporte sRGB, Exibição P3    Memória, Armazenamento e SIM: 12 GB de RAM | 256 GB de memória interna no sistema de armazenamento UFS 3.1.    Conectividade: Dual SIM (nano + nano) | Atualmente suporta dois cartões SIM 5G    Sistema operacional: sistema operacional OxygenOS 11.3 baseado no Android 11    Bateria: bateria de iões de lítio de célula dupla 4500mAh",5065010637160,"Celular Smartphone OnePlus Nord 2 5G 256GB + 12GB Smartphone 6,43” 90Hz AMOLED 50MP câmera tripla, 4500mAh, MTK Dimensity 1200AI (Doar Fone De Ouvido Bluetooth Sem Fio Azul) Versão Europeia (12GB+256GB, Grey Sierra)",https://www.amazon.com.br/Celular-Smartphone-Dimensity-Bluetooth-Europeia/dp/B09TSH1FNJ/ref=sr_1_277?qid=1651784052&s=wireless&sr=1-277&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,"celular smartphone oneplus nord 2 5g 256gb + 12gb smartphone 6,43” 90hz amoled 50mp câmera tripla, 4500mah, mtk dimensity 1200ai (doar fone de ouvido bluetooth sem fio azul) versão europeia (12gb+256gb, grey sierra)",amazon,0
,7892509119283,Samsung galaxy M12 64gb 4gb RAM preto dual chip tela 6.5 câmera quádrupla,https://www.amazon.com.br/Samsung-galaxy-preto-c%C3%A2mera-qu%C3%A1drupla/dp/B099Q1P7ZH/ref=sr_1_1177?qid=1651784107&s=wireless&sr=1-1177&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,samsung galaxy m12 64gb 4gb ram preto dual chip tela 6.5 câmera quádrupla,amazon,"Desenvolvido com tecnologia de ponta para você que não quer realizar tudo rapidamente, o Smartphone Motorola Moto E6i conta com processador octa-core ultrarrápido. Com câmera de ótima qualidade você pode tirar fotos incríveis e super nítidas, com o foco ultrarrápido de 13MP, vem com sensor de profundidade de 2MP, para você fazer as melhores fotos com o efeito bokeh. Sua tela de é de 6.1” com tecnologia HD+ para que possa ver os filmes, séries, sites e jogos com uma qualidade ainda melhor, além de dar todo o conforto para segurá-lo com apenas uma mão. O Smartphone Motorola Moto E6i vem com o design moderno e o melhor, possui ótima duração de bateria. Ideal para você curtir os melhores momentos. Se busca por um smartphone tecnológico, com design moderno e ótima velocidade o E6i é a melhor opção. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",7892597351022,Smartphone Motorola Moto E6i 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Pink,https://www.americanas.com.br/produto/2910438423,smartphone motorola moto e6i 32gb 4g wi-fi tela 6.1'' dual chip 2gb ram câmera dupla + selfie 5mp - pink,americanas,0
"Informações do produto - Produto 100% original - Aparência impecável - Bateria 80% - 100% ( Bateria original, ou seja, nunca foi trocada) - Produto certificado por nossa equipe especialista em hardware e software Mobile, cujo foi revisado, analisado, testado, higienizado e aprovado dentro dos mais avançados padrões técnicos disponíveis no mercado. Garantimos a sua satisfação, caso contrário, o cliente pode fazer a devolução do aparelho dentro de 7 dias e em caso de defeito em troca do aparelho em 90 dias. - Acompanha cabo apple, chave para slot de chip, caixa conforme imagem no anúncio (Pelo fato do aparelho ser de vitrine, a apple não fornece caixa e acessórios originais) - Nota Fiscal eletrônica - Cliente receberá junto com o aparelho nosso contato direto para servir como um suporte, caso tiver dúvidas ou algum problema com o aparelho, será muito mais rápido e eficiente de resolver. O que é um aparelho de vitrine? Resposta: Aparelhos de exposição ou mostruário importante: Nossa loja trabalha somente com aparelho Grade a, ou seja, produto todo original, sem troca de peças, importado diretamente dos eua (Americano). atenção: Muitos vendedores anunciam produtos Grade B como Grade a, estes aparelhos foram certamente trocado varias peças para ficar em estado de novo, onde a chance de aparecer defeitos no aparelho é muito grande, caso que não acontece conosco, pois todos os nossos produtos sem excessão, são 100% originais. destaque: Explicamos esta situação pois queremos ser mais transparentes possíveis com nossos cliente. Nossos produtos são de procedencia, atendemos todo o brasil e damos todo suporte necessário pós venda, fazendo com que o cliente tenha um atendimento com 100% de eficiência.pós compra: Aprovação de pagamento - Imediatamente encaminhado para setor de embalagem - Emissão da Nota fiscal e Etiqueta de envio - Expedição (Processo todo é feito com rapidez e eficiência para você receber o mais rápido possível na sua casa) Ficamos a disposição!ficha técnica: Modelo: xr Memória: 64GB Sistema operaciona: ios 12 Dimensões: 150,9 x 75,7 x 8,3mm Peso: 194 gramas Tela: 6,1"" - Dados técnicos Processador: Hexa-core 2 processador: 2.25 GHz Dual-Core Vortex, 1,6 GHz Quad-core Tempest Chipset: Apple A12 Bionic gpu: Apple gpu (4-core) Ram: 3GB Memória máxima: 64gb - Tela Polegadas: 6,1"" Resolução: 828x1792 pixel Densidade de pixels: 324 ppi Tipo: ips lcd fps: 60Hz - Câmera Megapixel: 12mp + 12mp Resolução: 4000x3000 pixel Tamanho do sensor: 1/3"" Flash: Quad led Camera Frontal: 7.1 Mp Resolução: 3072x2304 pixel",0000000536035,Iphone xr Preto 64gb vitrine,https://www.americanas.com.br/produto/4931518828,iphone xr preto 64gb vitrine,americanas,"Sobre este item    5.71""HD Corning Gorilla Glass + Tela do alcance aquático, Android 10    Helio P22 OCTA CORE 2.1GHZ 12NM Tela    RAM + ROM --4GB + 128GB    Bateria: 10050mAh (embutida)Bateria:10050mAh (embutida),Carregamento rápido de 24W",0717994174562,Doogee S59 Pro 5.71 polegadas Android 10.0 Telefones Celular 16MP Camera Octa Core 10500mAh 4GB + 128GB Smartphone NFC(Laranja）,https://www.amazon.com.br/polegadas-Telefones-10500mAh-Smartphone-Laranja%EF%BC%89/dp/B09YQBPWN7/ref=sr_1_1118?qid=1651784103&s=wireless&sr=1-1118&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,doogee s59 pro 5.71 polegadas android 10.0 telefones celular 16mp camera octa core 10500mah 4gb + 128gb smartphone nfc(laranja）,amazon,0
"Tela fhd + amoled com taxa de atualização de 90Hz Processador MediaTek Helio de alta performance Câmera Tripla de 64MP com lente ultra angular e macro Carregamento rápido de 33W Bateria de 5000mAh Maximize a sua diversão com o poco M4 Pro! A série poco M agora traz uma tela fhd + amoled com suporte DCI-P3, com ampla gama de cores cinematográficas combinadas com um contraste perfeito que te fará mergulhar em cada cena. A taxa de atualização de 90Hz proporciona navegação fluida e, aliada a taxa de amostragem de 180Hz, a resposta de toque é imediata e deixa a experiência de uso muito confortável. Equipado com uma iluminação suave que detecta mudanças sensíveis, o brilho da tela se ajusta ao ambiente e proporciona visibilidade clara sob a luz solar intensa. O modo leitura 3.0 oferece tecnologia de proteção contraluz azul que mantém seus olhos descansados e protegidos enquanto navega no seu poco M4 Pro. O processador Octa-core MediaTek Helio G96 de alto desempenho, mantém a alta velocidade da cpu, resultando em uma experiência estável e suave, enquanto a tecnologia Liquid Cool 1.0 Plus garante o desempenho ideal do seu smartphone 24 horas por dia, devido as camadas de dissipação de calor. Pela primeira vez na série, a câmera principal traz alta resolução de 64MP para fotos e vídeos incríveis. Desfrute de paisagens majestosas com detalhes finos e nítidos. Além da câmera principal, o conjunto de câmeras triplas possui uma lente ultra angular de 8 mp e uma lente macro de 2MP, assim, você registra cenário inteiros e detalhes muito próximos que encantam os olhos. O hdr oferece iluminação ainda mais natural para você compartilhar as belezas do mundo. O poco M4 Pro é uma potência quando o assunto é bateria e carregamento rápido. Com 5000mAh, a bateria de alta capacidade é fina, leve e proporciona até 31 horas de chamadas, 140 horas de música, 22 horas de reprodução de vídeos e 15 horas de navegação. Equipado com a tecnologia mmt avançada, seu smartphone alcança uma eficiência altíssima de carregamento para que você possa curtir 2 horas dos seus vídeos favoritos com cerca de 10 minutos de carregamento. Quer espaço de armazenamento para guardar a suas mídias sem comprometer a usabilidade? O poco M4 Pro possui armazenamento expansivo de memória ram, assim você mantém seus aplicativos funcionando na mesma velocidade. A tecnologia ufs 2.2 é 139% mais rápida que a sua versão anterior e permite leitura rápida de arquivos grandes. O design exclusivo com bordas planas, combinado com a leveza e espessura de 8,09 mm, torna o poco M4 Pro o smartphone mais fino da série poco m. Os altos falantes estéreos embutidos entregam imersão sonora e, podem ser usados com fone de ouvido via entrada P2. Somado ao motor Z-axis, a sua experiência audiovisual se transforma num cinema portátil ou em uma arena de games cheia de ação. O poco M4 Pro possui um sensor de impressão digital integrado ao botão Power que resulta no desbloqueio imediato, além de acionar funções como câmera, captura de tela, lanterna, assistente de voz e outras funcionalidades úteis. Use o nfc multifuncional para realizar pagamentos seguros e controle outros dispositivos inteligentes da sua casa com o infravermelho. poco M4 Pro, maximize a sua diversão.",7908426305408,Smartphone poco M4 Pro 256GB 8GB ram Câmera Tripla + Selfie 16MP Tela 6.43 - Azul,https://www.americanas.com.br/produto/4831667164,smartphone poco m4 pro 256gb 8gb ram câmera tripla + selfie 16mp tela 6.43 - azul,americanas,"Sobre este item    Esta câmera inovadora é adequada para a mesma luz sensível dolhhumano, as fotos da nova câmera tiradas em condições de pouca luz e luz brilhante sãmais nítidas e realistas.    Adapta-se a qualquer tipde brilho, desde forte a ruim e, a partir de hoje, você pode expressar seus aspectos artísticos e recriar os detalhes aseu redor a qualquer hora ddia ou da noite.    Compartilhe fotos e vídeos instantaneamente com software social. Para que você sempre se sinta em casa.    Com a tecnologia de alto-falantes estéreo, smartphone fornecerá som com som nítido.    pacote inclui:1x Smartp aprimorar1x manual dusuário1x carregador1x fone de ouvid(3,5 mm)1x estojo1x linha USB1 x filme protetor HD",0715076307266,"Smartphone com câmera dupla HD de 6,7 polegadas quatro núcleos Android 8.1 4 GB tela WIFI Bluetooth GPS 4G chamada celular",https://www.amazon.com.br/dp/B09ZL914SW/ref=sr_1_1472?qid=1651784123&s=wireless&sr=1-1472&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,"smartphone com câmera dupla hd de 6,7 polegadas quatro núcleos android 8.1 4 gb tela wifi bluetooth gps 4g chamada celular",amazon,0
Sobre este item    Novo na caixa. O produto é enviado com todos os acessórios relevantes,0887276395036,SAMSUNG SM-G986U Galaxy S20 + 5G Ativado 128GB - Blue Cloud (AT & T),https://www.amazon.com.br/SAMSUNG-SM-G986U-Galaxy-Ativado-128GB/dp/B085PZ311S/ref=sr_1_42?qid=1651784038&s=wireless&sr=1-42,samsung sm-g986u galaxy s20 + 5g ativado 128gb - blue cloud (at & t),amazon,"Smartphone Samsung Galaxy A22 128gb 6gb Ram Tela 6.6 pol. Bateria de 5.000mAh Câmera Tripla + Selfie de 8 Mp / topshop O Smartphone Galaxy A22 da Samsung foi projetado para apresentar uma tela Full HD de 6.6 polegadas com resolução de 1080 x 2400 pixels e densidade de 399 ppi para uma excelente experiência de visualização. Apresenta sistema de câmera traseira tripla de 48mp + 5mp + 2mp para captura de imagens e gravação de vídeo em alta qualidade, bem como câmera frontal de 8 mp para você arrasar nas selfies. é equipado com processador Mediatek Dimensity 700 5G / Octa-core, o que permite oferecer uma performance de desempenho muito boa na execução de tarefas e aplicativos, dispõe de conectividade Wifi 802.11 e bluetooth 5.0 para maior comodidade, assim como capacidade de bateria de 5.000mAh para que você possa navegar a vontade pela web, jogar seus jogos favoritos e desfrutar ao máximo de todos os recurso por várias horas longe da tomada. Marca: Samsung Cor do produto: Mint Referência do modelo: A226B-DS Resolução de 1080 x 2400 pixels, 399 ppi Processador: MediaTek Dimensity 700 5G/Octa-core Câmera traseira: 48Mp + 5Mp + 2Mp / Frontal 8 Mp Suporte a Gravação Vídeo: 152p a 30 fps Conectividade sem fio: Wi-Fi 802.11 / bluetooth 5.0 Tipo de Slot cartão sim: Dual sim Capacidade de carga da bateria: 5.000 mAh Base Sistema Operacional: Android Dimensões: 10 x 10 x 10 cm Peso: 4000 g Garantia: 90 dias. Venda condicionada à existência de produto em estoque. Prazo estimado de entrega: 35 dias",8806092643338,Smartphone Samsung Galaxy A22 128gb 6gb Ram Tela 6.6 pol.,https://www.americanas.com.br/produto/3932108943,smartphone samsung galaxy a22 128gb 6gb ram tela 6.6 pol.,americanas,0
"Sobre este item    O Xiaomi Mi A3 Smartphone funciona com o sistema Android    Uma plataforma com recursos que facilitam o uso do usuário    Possui três câmeras principais de 48MP - 8MP e 2MP    A tela de 6.01 ""adapta as imagens de jogos e aplicativos, integra uma bateria de 4030 mAh",6941059626312,Smartphone MI A3 128GB 4GB RAM Dual Versão GLOBAL,https://www.amazon.com.br/Smartphone-128GB-Dual-Vers%C3%A3o-GLOBAL/dp/B07VQQYFM6/ref=sr_1_1030?qid=1651784096&s=wireless&sr=1-1030,smartphone mi a3 128gb 4gb ram dual versão global,amazon,"Conheça o novo Samsung Galaxy S22: este lançamento vai te surpreender! O novo Samsung Galaxy S22 é uma excelente opção para quem busca por um aparelho com câmeras de alta qualidade e um processador que proporcione uma experiência leve e tranquila. Confira mais detalhes: Fotos incríveis com o Samsung Galaxy S22 A câmera ultragrande-angular de 12 MP e a grande-angular de 50 MP possuem um sensor que ilumina sua foto na luz noturna, deixando tudo bem nítido mesmo com pouca luz. Além disso, a lente frontal tem 10 MP e a câmera teleobjetiva possui zoom óptico de 3x para você tirar fotos ótimas à distância. Nada de travamentos O processador de 4 nm dá um show à parte. É um aparelho que possui alta performance e desempenho, ou seja, é rápido e não trava ;) Escolha a sua cor favorita: O Samsung Galaxy S22 possui 4 cores lindas: Branco , Verde, Rosé e Preto. Seu design é moderno e muito estiloso <3 Invista em qualidade para o seu dia a dia com um smartphone que possui câmeras que entregam ótimas fotos em diferentes iluminações e um processador poderoso, que torna tuuudo mais fácil e rápido. Venha conhecer cada detalhe do Galaxy S22 abaixo:",7892509122047,Smartphone Samsung Galaxy S22 256GB 5G Wi-Fi Tela 6.1'' Dual Chip 8GB RAM Câmera Tripla + Selfie 10MP - Rose,https://www.americanas.com.br/produto/4645252070,smartphone samsung galaxy s22 256gb 5g wi-fi tela 6.1'' dual chip 8gb ram câmera tripla + selfie 10mp - rose,americanas,0
