,titulo_1,titulo_2,url_1,url_2
90,"Smartphone Samsung Galaxy A13, 128GB, 4GB ram, Dual Chip, Tela de 6.6",Smartphone Samsung Galaxy A13 Branco 128GB 4GB RAM bateria 5000mAh Câmera Quádrupla Traseira de 50MP + 5MP + 2MP + 2MP Octa-Core tela infinita,https://www.americanas.com.br/produto/4878086800,https://www.amazon.com.br/Smartphone-Qu%C3%A1drupla-Traseira-Octa-Core-infinita/dp/B09V3876BK/ref=sr_1_831?qid=1651784085&s=wireless&sr=1-831&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
115,Smartphone Edge 20 Pro 256GB 5G Câmera Tripla 108MP Selfie 32MP Android 11 Motorola,"Smartphone Motorola Edge 20 Pro 256GB 5G Wi-Fi Tela 6,7'' Dual Chip 12GB RAM Câmera Tripla + Selfie 32MP - Azul",https://www.americanas.com.br/produto/4517144058,https://www.americanas.com.br/produto/3616577529
285,Smartphone Nokia C01 32Gb 4G Tela 5.45 Dual Chip 5.0Mp,"Smartphone Nokia C01 Tela 5,45 Polegadas,32GB, 1GB ram, Câmera 5MP Frontal 5MP",https://www.americanas.com.br/produto/5184584513,https://www.americanas.com.br/produto/4470441935
232,Smartphone Nokia 1.4 32GB 2GB ram 4G Wi-Fi Dual Chip Câmera Dupla + Selfie 5MP Tela 6.5 HD - Azul - Exposição,Smartphone nokia 1.4 64 gb azul - NK029,https://www.americanas.com.br/produto/5092959832,https://www.americanas.com.br/produto/4611885944
80,"Smartphone Samsung Galaxy S22 Ultra 512GB 5G com caneta S pen - Preto, Câmera Tripla 108MP + Selfie 40MP, ram 8GB, Tela 6.8",Smartphone Samsung Galaxy S22 Ultra 512gb 5g Com Caneta S Pen Preto Câmera Tripla Ram 8gb Tela 6.8,https://www.americanas.com.br/produto/4987525162,https://www.americanas.com.br/produto/5176700342
98,Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Verde Turquesa,"Smartphone Motorola XT2083 Moto G9 Play 64GB Verde Turquesa Tela 6.5"" Câmera 48 MP 2 MP 2 MP",https://www.americanas.com.br/produto/1972840872,https://www.amazon.com.br/Smartphone-Motorola-XT2083-Turquesa-C%C3%A2mera/dp/B08KFMJH2Q/ref=sr_1_446?qid=1651784061&s=wireless&sr=1-446
31,Smartphone Samsung Galaxy A52 128Gb Preto,"Smartphone Samsung Galaxy A52, 6.5, 128GB, Câmera Quádrupla, Octa Core - Branco",https://www.americanas.com.br/produto/5144518968,https://www.americanas.com.br/produto/4482477273
124,Smartphone Motorola Moto G20 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul,Smartphone Motorola Moto G20 128GB 4GB RAM Azul,https://www.americanas.com.br/produto/3805072618,https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Azul/dp/B09KP11Z6V/ref=sr_1_999?qid=1651784095&s=wireless&sr=1-999&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
108,Smartphone Motorola Moto E6I XT20535 32GB,Smartphone Motorola Moto E6i 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB ram Câmera Dupla + Selfie 5MP - Cinza Titanium,https://www.americanas.com.br/produto/4460728537,https://www.americanas.com.br/produto/5192210773
167,Smartphone Twist S514 64GB 1GB ram Dual Chip Tela 5.5 Positivo,Smartphone Positivo Twist 4 S514 5.5 Quad Core 64GB 1GB Câmera 8MP,https://www.americanas.com.br/produto/4208285367,https://www.americanas.com.br/produto/4200622904
164,Smartphone Twist S514 64GB 1GB ram Dual Chip Tela 5.5 Positivo,Smartphone positivo twist 4 64GB dual tela 5.5 8MP 1GB ram,https://www.americanas.com.br/produto/4208285367,https://www.americanas.com.br/produto/5167954244
200,Smartphone G Pro 32GB 4G 2GB ram 6.1 Câmera Dupla 13MP e 2MP Preto Multilaser,Smartphone 6.1 Octa Core G Pro 4g 32gb Multilaser,https://www.americanas.com.br/produto/1522351641,https://www.americanas.com.br/produto/4652411227
144,"Smartphone LG K8+ 16GB Dual Chip Android 7.0 Pie Tela 5.4"" 4G Câmera 8MP - Azul","Smartphone LG K8 Plus Azul 16GB 1 GB de RAM Tela 5"" Dual Chip Câmera Traseira de 8MP",https://www.americanas.com.br/produto/1774767897,https://www.amazon.com.br/Smartphone-LG-Plus-Camera-Traseira/dp/B07YBKCKC3/ref=sr_1_1504?qid=1651784125&s=wireless&sr=1-1504
99,Smartphone Motorola Moto E6s 64GB 4G Wi-Fi Tela 6.1'' Dual Chip 4GB RAM Câmera Dupla + Selfie 5MP - Vermelho Magenta,Motorola Moto E6S 64 GB 4 GB RAM Vermelho Magenta (Vermelho Magenta),https://www.americanas.com.br/produto/2799308831,https://www.amazon.com.br/Motorola-Moto-E6S-Vermelho-Magenta/dp/B08DXBSD8M/ref=sr_1_1198?qid=1651784107&s=wireless&sr=1-1198
128,Smartphone Motorola Moto G200 256GB 5G Wi-Fi Tela 6.8'' Dual Chip 8GB RAM Câmera Tripla + Selfie 16MP - Verde,Smartphone Motorola Moto G200 5G 256GB 8GB RAM Verde,https://www.americanas.com.br/produto/4424395544,https://www.amazon.com.br/Smartphone-Motorola-Moto-256GB-Verde/dp/B09MSVB6CB/ref=sr_1_264?qid=1651784050&s=wireless&sr=1-264
141,Smartphone Moto G22 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 16MP - Verde,Smartphone Motorola Moto G22 128GB 4G Wi-Fi Tela 6.5,https://www.americanas.com.br/produto/4813023314,https://www.americanas.com.br/produto/5189332551
202,Smartphone Multilaser F 16GB Café 3,Smartphone Multilaser F 16GB Café,https://www.americanas.com.br/produto/3549860745,https://www.americanas.com.br/produto/3549853924
215,Smartphone Multilaser E Lite 32GB,CELULAR E LITE QUAD CORE 32GB Multilaser P9127 DOURADO,https://www.americanas.com.br/produto/2521630147,https://www.amazon.com.br/CELULAR-LITE-QUAD-P9127-DOURADO/dp/B08G8LW6RH/ref=sr_1_1763?qid=1651784140&s=wireless&sr=1-1763&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
